GeneID	UniprotID	Gene_Name	Reviewed	Length
340252	Q8NEM1	ZNF680	reviewed	530
150962	A8K6R4;Q3MIT2	-;PUS10;CCDC139;DOBI	unreviewed;reviewed	529;529
506	P06576;V9HW31	ATP5F1B;ATP5B;ATPMB;ATPSB;HEL-S-271	reviewed;unreviewed	529;529
80115	Q6UXY1	BAIAP2L2	reviewed	529
80127	Q8ND07	BBOF1;C14orf45;CCDC176	reviewed	529
1041	Q15517;G8JLG2	CDSN;CDSN	reviewed;unreviewed	529;529
1135	Q15822	CHRNA2	reviewed	529
55789	Q8WUY9	DEPDC1B;XTP8	reviewed	529
956	O75355	ENTPD3;CD39L3	reviewed	529
2268	P09769;P78453	FGR;SRC2;c-fgr	reviewed;unreviewed	529;177
256356	Q6ZS86	GK5	reviewed	529
3297	Q00613	HSF1;HSTF1	reviewed	529
3742	P17658	KCNA6	reviewed	529
3838	P52292	KPNA2;RCH1;SRP1	reviewed	529
121391	Q7RTS7	KRT74;K6IRS4;KB37;KRT5C;KRT6IRS4	reviewed	529
51068	C9JA08;Q96D46	NMD3;NMD3	unreviewed;reviewed	529;503
51602	Q9Y2X3	NOP58;NOL5;NOP5	reviewed	529
57546	Q9P2J9	PDP2;KIAA1348	reviewed	529
84898	Q6UX71	PLXDC2;TEM7R	reviewed	529
6692	O43278	SPINT1;HAI1	reviewed	529
84620	Q96JF0	ST6GAL2;KIAA1877;SIAT2	reviewed	529
7299	P14679;L8B082	TYR;TYR	reviewed;unreviewed	529;529
10720	O75310	UGT2B11	reviewed	529
54490	Q9BY64	UGT2B28	reviewed	529
7364	P16662;E9PBP8	UGT2B7;UGTB2B9;UGT2B7	reviewed;unreviewed	529;369
57474	Q9ULM2	ZNF490;KIAA1198	reviewed	529
137209	Q7Z3I7	ZNF572	reviewed	529
41	A8K1U5;P78348	-;ASIC1;ACCN2;BNAC2	unreviewed;reviewed	528;528
2521	Q13344;Q6IBQ5;P35637	-;FUS;FUS;TLS	unreviewed;unreviewed;reviewed	528;526;526
64746	A0A024R3P9;Q9H3P7	ACBD3;ACBD3;GCP60;GOCAP1;GOLPH1	unreviewed;reviewed	528;528
221188	Q8IZF4;B4E148	ADGRG5;GPR114;PGR27;-	reviewed;unreviewed	528;451
248	P09923;A0A024R4A2	ALPI;ALPI	reviewed;unreviewed	528;528
728780	A6NHY2	ANKDD1B	reviewed	528
55105	Q9NW75	GPATCH2;GPATC2	reviewed	528
84988	Q96I34	PPP1R16A;MYPT3	reviewed	528
55278	Q9H0R6	QRSL1	reviewed	528
83985	Q9H2V7;A0A024QZ93	SPNS1;SPIN1;SPIN1	reviewed;unreviewed	528;455
7054	P07101;P78428	TH;TYH;TH	reviewed;unreviewed	528;65
55787	Q9NUQ3	TXLNG;CXorf15;ELRG;LSR5	reviewed	528
7365	P36537	UGT2B10	reviewed	528
7363	P06133	UGT2B4;UGT2B11	reviewed	528
8565	A0A0S2Z4R1;P54577	YARS;YARS1;YARS	unreviewed;reviewed	528;528
199777	Q68DY1	ZNF626	reviewed	528
23619	A0A024R4S8;Q9NZV7	-;ZIM2;ZNF656	unreviewed;reviewed	527;527
847	A0A384P5Q0;P04040	-;CAT	unreviewed;reviewed	527;527
112939	A0A024R7E0;Q96RE7	BTBD14B;NACC1;BTBD14B;NAC1	unreviewed;reviewed	527;527
11120	Q7KYR7	BTN2A1;BT2.1;BTF1	reviewed	527
285203	Q5NDL2	EOGT;AER61;C3orf64;EOGT1	reviewed	527
4128	P21397;Q49A63;Q53YE7	MAOA;MAOA;MAOA	reviewed;unreviewed;unreviewed	527;527;527
51701	A0A024QZ12;Q9UBE8	NLK;NLK;LAK1	unreviewed;reviewed	527;527
9943	O95747	OXSR1;KIAA1101;OSR1	reviewed	527
5427	P56282	POLE2;DPE2	reviewed	527
5897	P55895	RAG2	reviewed	527
9751	A0A3B3IRY9;O15079	SNPH;SNPH;KIAA0374	unreviewed;reviewed	527;494
6905	Q15813;A0A2R8Y6Q1	TBCE;TBCE	reviewed;unreviewed	527;414
7294	P42681	TXK;PTK4;RLK	reviewed	527
79799	Q6UWM9	UGT2A3	reviewed	527
340152	A2A288	ZC3H12D;C6orf95;MCPIP4;TFL	reviewed	527
7584	P13682	ZNF35	reviewed	527
158	A0A7P0Z472;X5D8S6;P30566;A0A7P0T8E4;A0A1B0GTG9;X5D7W4	ADSL;ADSL;ADSL;AMPS;ADSL;ADSL;ADSL	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed	526;484;484;469;467;46
79053	Q9BVK2;A0A024R5K5;E9PR58	ALG8;ALG8;ALG8	reviewed;unreviewed;unreviewed	526;526;438
696	Q4VAN2;Q13410	BTN1A1;BTN1A1;BTN	unreviewed;reviewed	526;526
57018	Q9UK58	CCNL1	reviewed	526
634	P13688;Q3KRG8	CEACAM1;BGP;BGP1;CEACAM1	reviewed;unreviewed	526;493
55640	Q9UPI3	FLVCR2;C14orf58	reviewed	526
3055	P08631;A8K4G3	HCK;-	reviewed;unreviewed	526;506
22807	Q9UKS7;A0A024R3Z4	IKZF2;HELIOS;ZNFN1A2;ZNFN1A2	reviewed;unreviewed	526;473
3787	Q96KK3;A2RUL8	KCNS1;KCNS1	reviewed;unreviewed	526;526
79748	Q9HAT1	LMAN1L;ERGL	reviewed	526
4286	O75030;B4DNC7;Q8WYR3;A0A087WXU1	MITF;BHLHE32;-;MITF-C;MITF	reviewed;unreviewed;unreviewed;unreviewed	526;504;117;91
4688	A0A0S2Z457;P19878	NCF2;NCF2;NOXA2;P67PHOX	unreviewed;reviewed	526;526
51684	A0A223LX15;Q9UMX1	SUFU;SUFU	unreviewed;reviewed	526;484
55296	Q8N5T2	TBC1D19	reviewed	526
9760	O94900	TOX;KIAA0808	reviewed	526
283989	Q7Z6J9	TSEN54;SEN54	reviewed	526
339559	Q49AA0	ZFP69;ZNF642	reviewed	526
7464	A8K9S3;A0A024R150;Q92828	-;CORO2A;CORO2A;IR10;WDR2	unreviewed;unreviewed;reviewed	525;525;525
166815	B3KNK0;V9HWD1;Q4W5G0	-;HEL106;TIGD2;TIGD2	unreviewed;unreviewed;reviewed	525;525;525
22901	A0A024R8K1;Q96EG1	ARSG;ARSG;KIAA1001	unreviewed;reviewed	525;525
55643	Q9BX70	BTBD2	reviewed	525
285440	Q6ZWL3	CYP4V2	reviewed	525
63906	Q96I76	GPATCH3;GPATC3	reviewed	525
3273	P04196	HRG	reviewed	525
192666	Q2M2I5	KRT24;KA24	reviewed	525
3902	P18627	LAG3;FDC	reviewed	525
56955	Q9NQ76;A0A024RDD1;Q8NC19	MEPE;MEPE;-	reviewed;unreviewed;unreviewed	525;525;275
4665	Q15742	NAB2;MADER	reviewed	525
81831	Q8NC67;Q32NC3	NETO2;BTCL2;NETO2	reviewed;unreviewed	525;329
64714	Q13087	PDIA2;PDIP	reviewed	525
23203	Q10713	PMPCA;INPP5E;KIAA0123;MPPA	reviewed	525
6198	P23443	RPS6KB1;STK14A	reviewed	525
6570	P54219;Q96GL6	SLC18A1;VAT1;VMAT1;SLC18A1	reviewed;unreviewed	525;385
140679	Q9H598	SLC32A1;VGAT;VIAAT	reviewed	525
65124	Q53LP3	SOWAHC;ANKRD57;C2orf26	reviewed	525
10254	O75886	STAM2;HBP	reviewed	525
146705	Q96N21	TEPSIN;C17orf56;ENTHD2	reviewed	525
23326	Q9UPT9	USP22;KIAA1063;USP3L	reviewed	525
5062	A8K5M4;Q13177	-;PAK2	unreviewed;reviewed	524;524
26959	B4DJ36;O60381;A0A024R722	-;HBP1;HBP1	unreviewed;reviewed;unreviewed	524;514;514
249	P05186;A0A024RAB4	ALPL;ALPL	reviewed;unreviewed	524;524
8539	Q9BZZ5;B4DDR3	API5;-	reviewed;unreviewed	524;331
993	P30304;K7N7S0;A0A024R2R6;D8KXX0	CDC25A;-;CDC25A;CDC25A	reviewed;unreviewed;unreviewed;unreviewed	524;523;484;483
57834	Q9HBI6	CYP4F11	reviewed	524
66002	Q9HCS2	CYP4F12	reviewed	524
84662	Q9BZE0;B3KTH4	GLIS2;NKL;-	reviewed;unreviewed	524;303
8690	Q9Y4A0	JRKL	reviewed	524
254531	Q643R3	LPCAT4;AGPAT7;AYTL3;LPEAT2	reviewed	524
55227	Q9BTT6	LRRC1;LANO	reviewed	524
115209	Q96E52	OMA1;MPRP1	reviewed	524
79605	Q8N414	PGBD5	reviewed	524
5527	Q13362	PPP2R5C;KIAA0044	reviewed	524
5532	P16298;B7Z781	PPP3CB;CALNA2;CALNB;CNA2;-	reviewed;unreviewed	524;411
5660	A0A024QZQ2;P07602	PSAP;PSAP;GLBA;SAP1	unreviewed;reviewed	524;524
6505	P43005	SLC1A1;EAAC1;EAAT3;HEAAC1	reviewed	524
6514	P11168;Q6PAU8	SLC2A2;GLUT2;SLC2A2	reviewed;unreviewed	524;351
10587	Q9NNW7;E7EWK1	TXNRD2;KIAA1652;TRXR2;TXNRD2	reviewed;unreviewed	524;338
81839	A0A024R0E3;Q8TAA9	VANGL1;VANGL1;STB2	unreviewed;reviewed	524;524
90827	Q96JC4	ZNF479	reviewed	524
257101	Q8IZ20	ZNF683	reviewed	524
83450	B3KSC6;Q9H069	-;DRC3;LRRC48	unreviewed;reviewed	523;523
10385	A0A024R038;Q8WVV5	BTN2A2;BTN2A2;BT2.2;BTF2	unreviewed;reviewed	523;523
5128	Q00537;A0A024RBH0	CDK17;PCTAIRE2;PCTK2;PCTK2	reviewed;unreviewed	523;523
51143	Q9Y6G9;E9PHI6	DYNC1LI1;DNCLI1;DYNC1LI1	reviewed;unreviewed	523;407
124454	Q5JPH6	EARS2;KIAA1970	reviewed	523
132158	A1LQE8;Q8IVS8	GLYCTK;GLYCTK;HBEBP4	unreviewed;reviewed	523;523
84706	A0A024R6R2;Q8TD30	GPT2;GPT2;AAT2;ALT2	unreviewed;reviewed	523;523
55693	Q6B0I6	KDM4D;JHDM3D;JMJD2D	reviewed	523
112802	Q3SY84	KRT71;K6IRS1;KB34;KRT6IRS1	reviewed	523
139599	Q8TD90	MAGEE2;HCA3	reviewed	523
79716	Q8NDH3	NPEPL1;KIAA1974	reviewed	523
55269	Q8WXF1	PSPC1;PSP1	reviewed	523
283248	Q8IZ40	RCOR2	reviewed	523
54414	Q9HAT2	SIAE;YSG2	reviewed	523
9120	A0A024R8J3;O15403	SLC16A6;SLC16A6;MCT6;MCT7	unreviewed;reviewed	523;523
80255	A0A024RAD4;Q8WV83;B8ZZY4;B8ZZV6	SLC35F5;SLC35F5;NS5ATP3;SLC35F5;SLC35F5	unreviewed;reviewed;unreviewed;unreviewed	523;523;517;248
56301	Q9NS82	SLC7A10;ASC1	reviewed	523
341359	Q6XYQ8	SYT10	reviewed	523
80727	A0A024R816;Q9C0H2;Q8WYU9	TTYH3;TTYH3;KIAA1691;pp5715	unreviewed;reviewed;unreviewed	523;523;199
133688	Q6NUS8;A8K444;B7Z3N0;A0A024R085	UGT3A1;UGT3A1;-;UGT3A1	reviewed;unreviewed;unreviewed;unreviewed	523;523;402;252
167127	Q3SY77	UGT3A2	reviewed	523
91661	Q7L2R6	ZNF765	reviewed	523
23636	A0A024QZF1;P37198	-;NUP62	unreviewed;reviewed	522;522
100506658	A8K3T2;Q16625	-;OCLN	unreviewed;reviewed	522;522
347902	A0A024R127;Q86SJ2	AMIGO2;AMIGO2;ALI1	unreviewed;reviewed	522;522
348094	Q495B1	ANKDD1A	reviewed	522
843	A0A0S2Z3Z5;Q92851;A0A0S2Z3G5	CASP10;CASP10;MCH4;CASP10	unreviewed;reviewed;unreviewed	522;521;479
115004	Q8N884	CGAS;C6orf150;MB21D1	reviewed	522
340665	Q6V0L0	CYP26C1	reviewed	522
25793	Q9Y3I1	FBXO7;FBX7	reviewed	522
2588	P34059;Q6YL38;Q96I49	GALNS;-;GALNS	reviewed;unreviewed;unreviewed	522;337;238
54826	Q9NXP7	GIN1;TGIN1;ZH2C2	reviewed	522
2936	P00390;V9HW90	GSR;GLUR;GRD1;HEL-75;HEL-S-122m	reviewed;unreviewed	522;522
347730	Q86UE6	LRRTM1	reviewed	522
79109	Q9BPZ7;A0A024R863	MAPKAP1;MIP1;SIN1;MAPKAP1	reviewed;unreviewed	522;486
10886	Q9Y5X5;A0PJM9;A0A804CC06	NPFFR2;GPR74;NPFF2;NPGPR;NPFFR2;NPFFR2	reviewed;unreviewed;unreviewed	522;420;304
4899	A0A024R774;Q16656;A0A024R770	NRF1;NRF1;NRF1	unreviewed;reviewed;unreviewed	522;503;503
5346	O60240	PLIN1;PERI;PLIN	reviewed	522
9128	O43172;Q5T1M7	PRPF4;PRP4;PRPF4	reviewed;unreviewed	522;521
55920	A0A024RAC5;Q9P258	RCC2;RCC2;KIAA1470;TD60	unreviewed;reviewed	522;522
6642	Q13596	SNX1	reviewed	522
8435	O75908	SOAT2;ACACT2;ACAT2	reviewed	522
90665	A0A024R189;Q9BQ87	TBL1Y;TBL1Y;TBL1	unreviewed;reviewed	522;522
93492	Q6XPS3	TPTE2;TPIP	reviewed	522
7189	Q9Y4K3	TRAF6;RNF85	reviewed	522
6675	Q16222;A0A140VKC0	UAP1;SPAG2;-	reviewed;unreviewed	522;505
10472	Q99592	ZBTB18;RP58;TAZ1;ZNF238	reviewed	522
285676	Q8N9F8	ZNF454	reviewed	522
90333	Q5VIY5	ZNF468	reviewed	522
57335	B2RCD9;Q9HBT8;A1A525	-;ZNF286A;KIAA1874;ZNF286;ZNF286A	unreviewed;reviewed;unreviewed	521;521;409
57216	A8K4L6;Q9ULK5	-;VANGL2;KIAA1215;STB1	unreviewed;reviewed	521;521
2005	Q8IXL1;A0A024R985;P28324;A0A024R997	-;ELK4;ELK4;SAP1;ELK4	unreviewed;unreviewed;reviewed;unreviewed	521;431;431;405
9840	A0A024RB73;A2RU30;A0A024RB00	-;TESPA1;KIAA0748;-	unreviewed;reviewed;unreviewed	521;521;383
84364	Q8N6H7;G5E9L0	ARFGAP2;ZNF289;ARFGAP2	reviewed;unreviewed	521;493
51167	Q7L1T6	CYB5R4;NCB5OR	reviewed	521
1583	A0A0S2Z3R3;P05108	CYP11A1;CYP11A1;CYP11A	unreviewed;reviewed	521;521
728294	Q8N465;B3KSR6;B5MCV2;B4E3K7	D2HGDH;D2HGD;-;D2HGDH;-	reviewed;unreviewed;unreviewed;unreviewed	521;387;387;325
339896	Q6ZQY3	GADL1	reviewed	521
84668	Q9BYI3	HYCC1;DRCTNNB1A;FAM126A	reviewed	521
3581	Q01113	IL9R	reviewed	521
3839	A0A024RDV7;O00505	KPNA3;KPNA3;QIP2	unreviewed;reviewed	521;521
3840	O00629	KPNA4;QIP1	reviewed	521
4209	Q14814	MEF2D	reviewed	521
10943	Q8N5Y2	MSL3;MSL3L1	reviewed	521
11284	Q96T60	PNKP	reviewed	521
5530	A0A0S2Z4C6;Q08209;A0A0S2Z4B5	PPP3CA;PPP3CA;CALNA;CNA;PPP3CA	unreviewed;reviewed;unreviewed	521;521;511
768239	Q6NUJ1	PSAPL1	reviewed	521
860	Q13950;A0A0D9SEN7;Q32MY8	RUNX2;AML3;CBFA1;OSF2;PEBP2A;RUNX2;RUNX2	reviewed;unreviewed;unreviewed	521;485;172
341880	A4IF30;G3V4Z9	SLC35F4;C14orf36;SLC35F4	reviewed;unreviewed	521;485
81789	Q17RP2	TIGD6	reviewed	521
7716	Q14119;J3QSH4	VEZF1;DB1;ZNF161;VEZF1	reviewed;unreviewed	521;512
9825	A8K0S9;Q9UM82;B4DID4	-;SPATA2;KIAA0757;PD1;-	unreviewed;reviewed;unreviewed	520;520;383
147	P35368	ADRA1B	reviewed	520
785	O00305;H0Y476;A0A1B0GTK1;A0A1B0GTX8;A0A1B0GTP5	CACNB4;CACNLB4;CACNB4;CACNB4;CACNB4;CACNB4	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	520;473;423;410;334
81669	Q96S94	CCNL2	reviewed	520
286207	Q5JU67	CFAP157;C9orf117	reviewed	520
64764	Q70SY1;Q68D60	CREB3L2;BBF2H7;DKFZp686N2325	reviewed;unreviewed	520;150
8529	P78329	CYP4F2	reviewed	520
4051	A0A024R7I2;A0A024R7J8;Q08477	CYP4F3;CYP4F3;CYP4F3;LTB4H	unreviewed;unreviewed;reviewed	520;520;520
11283	P98187	CYP4F8	reviewed	520
80067	Q5H9S7;F5H7W1	DCAF17;C2orf37;DCAF17	reviewed;unreviewed	520;453
146562	Q8IYS4	DNAAF8;C16orf71;DAAP1	reviewed	520
8798	Q9NR20;D3JEN2;B4E1A4	DYRK4;DYRK4;-	reviewed;unreviewed;unreviewed	520;254;233
56006	A0A024R0Q0;Q9H0W8	FLJ12886;SMG9;C19orf61	unreviewed;reviewed	520;520
3157	A0A024R059;Q01581	HMGCS1;HMGCS1;HMGCS	unreviewed;reviewed	520;520
163702	Q8IU57	IFNLR1;IL28RA;LICR2	reviewed	520
54758	Q8TBB5	KLHDC4	reviewed	520
3851	P19013	KRT4;CYK4	reviewed	520
196374	Q8N1N4	KRT78;K5B;KB40	reviewed	520
4129	P27338;B7Z242	MAOB;-	reviewed;unreviewed	520;504
8685	Q4ZG40;Q9UEW3	MARCO;MARCO;SCARA2	unreviewed;reviewed	520;520
23366	Q8NCT3;E9PE22;B4DYW2	MATCAP2;KIAA0895;MATCAP2;-	reviewed;unreviewed;unreviewed	520;275;240
129642	Q6ZWT7;B0AZU0;B7Z3I3	MBOAT2;LPCAT4;OACT2;-;-	reviewed;unreviewed;unreviewed	520;431;401
92312	A1L020	MEX3A;RKHD4	reviewed	520
79148	Q9H239;B3KV06;C0H5X0	MMP28;MMP25;MMP28;MMP28	reviewed;unreviewed;unreviewed	520;510;393
64943	Q9H857	NT5DC2	reviewed	520
5019	A0A024R040;P55809	OXCT1;OXCT1;OXCT;SCOT	unreviewed;reviewed	520;520
5209	Q16875;B7Z8A0	PFKFB3;-	reviewed;unreviewed	520;500
154197	Q8NA58	PNLDC1	reviewed	520
154075	Q8N6K7	SAMD3	reviewed	520
144195	Q8TDB8	SLC2A14;GLUT14	reviewed	520
84888	Q8TCT8	SPPL2A;IMP3;PSL2	reviewed	520
50945	Q9Y458;B3KUL8	TBX22;TBOX22;-	reviewed;unreviewed	520;400
7288	O00295	TULP2;TUBL2	reviewed	520
91544	Q5T124	UBXN11;SOC;UBXD5	reviewed	520
9960	Q9Y6I4;Q6JHV3	USP3;USP3	reviewed;unreviewed	520;498
8875	O95498	VNN2	reviewed	520
63894	B4DMB7;Q6IA61;Q9H9C1	-;C14orf133;VIPAS39;C14orf133;SPE39;VIPAR	unreviewed;unreviewed;reviewed	519;493;493
84790	B7Z1K5;F5H5D3;Q9BQE3	-;TUBA1C;TUBA1C;TUBA6	unreviewed;unreviewed;reviewed	519;519;449
90993	B2RA75;Q96BA8	-;CREB3L1;OASIS	unreviewed;reviewed	519;519
585	Q96RK4;A0A0S2Z3A9	BBS4;BBS4	reviewed;unreviewed	519;519
222389	Q8N7W2	BEND7;C10orf30	reviewed	519
166979	Q86Y33	CDC20B	reviewed	519
1579	Q02928	CYP4A11;CYP4A2	reviewed	519
284541	Q5TCH4;A5PKT5;Q5TCH5;A0A087WZX9;A5PL05	CYP4A22;CYP4A22;CYP4A22;CYP4A22;CYP4A22	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	519;455;421;357;357
1638	P40126	DCT;TYRP2	reviewed	519
1807	Q14117	DPYS	reviewed	519
51313	Q6UWH4;Q9NYZ0	GASK1B;C4orf18;ENED;FAM198B;AD021;C4orf18;DKFZp434L142	reviewed;unreviewed	519;246
9328	Q9Y5Q8;H7BY84	GTF3C5;GTF3C5	reviewed;unreviewed	519;345
10320	Q13422;R9R4D9;C9JTB0;A0A2R8Y4D3	IKZF1;IK1;IKAROS;LYF1;ZNFN1A1;IKZF1;IKZF1;IKZF1	reviewed;unreviewed;unreviewed;unreviewed	519;268;174;77
50805	P78413	IRX4;IRXA3	reviewed	519
93107	Q547S7;Q32MC1;Q8TDN1	KCNG4;KCNG4;KCNG4;KCNG3	unreviewed;unreviewed;reviewed	519;519;519
51056	P28838	LAP3;LAPEP;PEPS	reviewed	519
51360	O43462	MBTPS2;S2P	reviewed	519
10954	Q14554	PDIA5;PDIR	reviewed	519
5174	Q5T2W1	PDZK1;CAP70;NHERF3;PDZD1	reviewed	519
84725	A0A2P1JJM6;Q96JA3;A0A087X1S6	PLEKHA8;PLEKHA8;FAPP2;PLEKHA8	unreviewed;reviewed;unreviewed	519;519;459
8780	B0YJ89;O14730;B4E1Q4	RIOK3;RIOK3;SUDD;RIOK3	unreviewed;reviewed;unreviewed	519;519;503
6643	O60749	SNX2	reviewed	519
255394	Q8N4U5;A0A024RBH4	TCP11L2;TCP11L2	reviewed;unreviewed	519;519
64427	Q49AM3	TTC31	reviewed	519
22835	D3Y2A0;Q9Y2G7	ZFP30;ZFP30;KIAA0961;ZNF745	unreviewed;reviewed	519;519
55657	Q9BU19	ZNF692;AREBP;ZFP692	reviewed	519
91749	B3KSA1;Q5TF39;A0A5F9ZH60	-;MFSD4B;KIAA1919;NAGLT1;MFSD4B	unreviewed;reviewed;unreviewed	518;518;479
284309	B4DSC6;Q68DI1;B2RN90	-;ZNF776;ZNF776	unreviewed;reviewed;unreviewed	518;518;476
27098	B7Z5R4;F5GWQ8;Q15846	-;CLUL1;CLUL1	unreviewed;unreviewed;reviewed	518;518;466
8854	O94788	ALDH1A2;RALDH2	reviewed	518
27301	E5KN95;Q9UBZ4;B4DWI9;B7ZA71	APEX2;APEX2;APE2;APEXL2;XTH2;-;APEX2	unreviewed;reviewed;unreviewed;unreviewed	518;518;347;347
100302652	Q9Y575	ASB3	reviewed	518
51130	Q9Y575	ASB3	reviewed	518
25825	Q9Y5Z0	BACE2;AEPLC;ALP56;ASP21	reviewed	518
25940	Q8NCA5;I6L9E8;B4DT23	FAM98A;FAM98A;FAM98A	reviewed;unreviewed;unreviewed	518;518;323
100507003	I3L273	GFY	reviewed	518
81556	Q96SY0;B4DWZ3	INTS14;C15orf44;VWA9;-	reviewed;unreviewed	518;468
101059915	A0A1B0GWI6	LOC101059915	unreviewed	518
130752	Q5I0G3;C9JER5	MDH1B;MDH1B	reviewed;unreviewed	518;420
256471	Q8NHS3;A0A286YF73;A0A286YF72;A0A286YFM2	MFSD8;CLN7;MFSD8;MFSD8;MFSD8	reviewed;unreviewed;unreviewed;unreviewed	518;336;298;269
158747	Q8NHP6;R4GMN1	MOSPD2;MOSPD2	reviewed;unreviewed	518;486
222643	H8YHX0;Q8IV45	MUXA;UNC5CL;ZUD	unreviewed;reviewed	518;518
11035	Q9Y572	RIPK3;RIP3	reviewed	518
6097	Q6I9R9;P51449;F1D8P6	RORC;RORC;NR1F3;RORG;RZRG;NR1F3	unreviewed;reviewed;unreviewed	518;518;497
54938	Q9NP81	SARS2;SARSM	reviewed	518
619189	A6NH21	SERINC4	reviewed	518
6910	Q99593	TBX5	reviewed	518
56658	A0A024RCP5;Q9HCM9;A0A024RCR1	TRIM39;TRIM39;RNF23;TFP;TRIM39	unreviewed;reviewed;unreviewed	518;518;488
84135	Q8TED0	UTP15	reviewed	518
203523	Q6P9G9;Q7Z3P1	ZNF449;ZSCAN19;DKFZp686G24119	reviewed;unreviewed	518;324
219	A0A384MTJ7;P30837	-;ALDH1B1;ALDH5;ALDHX	unreviewed;reviewed	517;517
6513	Q59GX2;P11166	-;SLC2A1;GLUT1	unreviewed;reviewed	517;492
54212	B2RA84;Q9NSN8;A0A024R7Y0;A0A2R8Y631;A0A2R8Y5T2	-;SNTG1;SNTG1;SNTG1;SNTG1	unreviewed;reviewed;unreviewed;unreviewed;unreviewed	517;517;517;472;435
9776	A8K0S6;O75143	-;ATG13;KIAA0652	unreviewed;reviewed	517;517
121536	Q6ZN18	AEBP2	reviewed	517
217	A0A384NPN7;P05091	ALDH2;ALDH2;ALDM	unreviewed;reviewed	517;517
1144	Q07001;B4E3W4	CHRND;ACHRD;-	reviewed;unreviewed	517;323
1146	A0A6F7YAP6;P07510	CHRNG;CHRNG;ACHRG	unreviewed;reviewed	517;517
121643	Q96NZ1;A6H901	FOXN4;FOXN4	reviewed;unreviewed	517;517
2962	P35269	GTF2F1;RAP74	reviewed	517
25988	Q9BQA5;A0A024R3F5	HINFP;MIZF;ZNF743;MIZF	reviewed;unreviewed	517;517
126917	Q5TF58	IFFO2	reviewed	517
100505753	A8MUX0	KRTAP16-1;KAP16.1	reviewed	517
3898	O00515	LAD1;LAD	reviewed	517
79847	Q14CX5	MFSD13A;C10orf77;TMEM180	reviewed	517
5818	Q15223	NECTIN1;HVEC;PRR1;PVRL1	reviewed	517
64064	Q9BYC2	OXCT2	reviewed	517
5471	A8K4H7;Q06203;Q59G63	PPAT;PPAT;GPAT;-	unreviewed;reviewed;unreviewed	517;517;217
11317	Q9UBG7;Q5QPV1	RBPJL;RBPL;RBPSUHL;RBPJL;RBPSUHL	reviewed;unreviewed	517;471
55599	Q96LT9	RNPC3;KIAA1839;RBM40;RNP;SNRNP65	reviewed	517
25771	Q8WUA7;A0A0A0MRY0;B0QYI1	TBC1D22A;C22orf4;TBC1D22A;TBC1D22A	reviewed;unreviewed;unreviewed	517;487;458
388630	A6NFA1	TRABD2B;HKAT;TIKI2	reviewed	517
201292	Q6PJ69	TRIM65	reviewed	517
84749	Q70CQ3;A0A024RBM3;B3KUS5	USP30;USP30;USP30	reviewed;unreviewed;unreviewed	517;517;486
7762	Q9UL58	ZNF215;BAZ2;ZKSCAN11	reviewed	517
147948	Q96NG8;A0A024R4P7	ZNF582;ZNF582	reviewed;unreviewed	517;517
26286	A0A024R4U0;Q9NP61	ARFGAP3;ARFGAP3;ARFGAP1	unreviewed;reviewed	516;516
23229	O43307;B1AMR3	ARHGEF9;ARHDH9;KIAA0424;ARHGEF9	reviewed;unreviewed	516;495
1544	P05177	CYP1A2	reviewed	516
1718	Q15392	DHCR24;KIAA0018	reviewed	516
8225	O43824	GTPBP6;PGPL	reviewed	516
402569	A9QM74	KPNA7	reviewed	516
883	B7Z4W5;A8K563;Q16773	KYAT1;CCBL1;CCBL1;KYAT1;CCBL1	unreviewed;unreviewed;reviewed	516;422;422
3932	Q573B4;P06239;A0A0S2Z3Y8;E9PJ92	LCK;LCK;LCK;LCK	unreviewed;reviewed;unreviewed;unreviewed	516;509;509;458
26045	O43300	LRRTM2;KIAA0416;LRRN2	reviewed	516
79050	Q9BVI4	NOC4L	reviewed	516
6256	Q6P3U7;F1D8Q5;P19793;A0A5F9ZHH6	RXRA;NR2B1;RXRA;RXRA;NR2B1;RXRA	unreviewed;unreviewed;reviewed;unreviewed	516;462;462;435
387700	Q6ZSM3	SLC16A12;MCT12	reviewed	516
80746	C9J7Z4;A0A7P0T914;A0A024R2G3;Q8NCE0;A0A7P0T8F8	TSEN2;TSEN2;TSEN2;TSEN2;SEN2;TSEN2	unreviewed;unreviewed;unreviewed;reviewed;unreviewed	516;484;465;465;458
158427	Q5T7W7	TSTD2;C9orf97	reviewed	516
55769	A0A024R4L3;P51522;B3KQJ6	ZNF83;ZNF83;ZNF816B;-	unreviewed;reviewed;unreviewed	516;516;488
2539	A0A384NL00;P11413	-;G6PD	unreviewed;reviewed	515;515
55711	B2RBI0;Q9NUX8;Q96K12;A0A024RAW7	-;-;FAR2;MLSTD1;MLSTD1;HEL-S-81	unreviewed;unreviewed;reviewed;unreviewed	515;515;515;515
10307	Q59EH2;Q96DX9;O95704	-;APBB3;APBB3;FE65L2	unreviewed;unreviewed;reviewed	515;486;486
81025	A0A654IBV8;P57773	CXNM;GJA9;GJA10	unreviewed;reviewed	515;515
1564	A0A087X1C5	CYP2D7	reviewed	515
9812	Q14154	DELE1;DELE;KIAA0141	reviewed	515
84188	Q8WVX9	FAR1;MLSTD2	reviewed	515
